locus_tag,GOs
XNR_RS16125,perturbation of host innate immune response
XNR_RS16125,suppression of host innate immune response
XNR_RS16125,response to defenses of other organism
XNR_RS16125,response to host defenses
XNR_RS16125,modulation by symbiont of host defense response
XNR_RS16125,suppression of host defenses by symbiont
XNR_RS16125,perturbation of host innate immune response
XNR_RS16125,suppression of host innate immune response
XNR_RS16125,perturbation of host immune response
XNR_RS16125,perturbation of host immune response
XNR_RS16125,suppression by symbiont of host immune response
XNR_RS16125,suppression by symbiont of host immune response
XNR_RS16125,response to host immune response
XNR_RS16125,response to host immune response
XNR_RS16125,biological regulation
XNR_RS16125,cellular response to external stimulus
XNR_RS16125,cell periphery
XNR_RS16125,response to host
XNR_RS16125,regulation of response to stress
XNR_RS16130,
XNR_RS16135,
XNR_RS16140,
XNR_RS16150,
XNR_RS16155,
XNR_RS16160,
XNR_RS16165,
XNR_RS31585,
XNR_RS16175,
XNR_RS16180,
XNR_RS16185,
XNR_RS16190,
XNR_RS16195,
XNR_RS16200,
XNR_RS16205,
XNR_RS16210,
XNR_RS16215,
XNR_RS16220,
XNR_RS16230,
XNR_RS16235,
XNR_RS16240,
XNR_RS16245,
XNR_RS16255,
XNR_RS16260,
XNR_RS16265,
XNR_RS16270,
XNR_RS16275,
XNR_RS16280,
XNR_RS16285,
XNR_RS16290,
XNR_RS16295,
XNR_RS16300,
XNR_RS16305,
XNR_RS16310,
XNR_RS16315,
XNR_RS16320,
XNR_RS16325,
XNR_RS16330,
XNR_RS16335,
XNR_RS16340,
XNR_RS16345,
XNR_RS16350,
XNR_RS16355,
XNR_RS16360,
XNR_RS16365,
XNR_RS16370,
XNR_RS16375,
XNR_RS16380,
XNR_RS16385,
XNR_RS30850,
XNR_RS16395,
XNR_RS16400,
XNR_RS16405,
XNR_RS16410,
XNR_RS16415,response to reactive oxygen species
XNR_RS16415,molecular_function
XNR_RS16415,catalytic activity
XNR_RS16415,cellular_component
XNR_RS16415,intracellular anatomical structure
XNR_RS16415,obsolete cell
XNR_RS16415,cytoplasm
XNR_RS16415,cytosol
XNR_RS16415,sulfur compound metabolic process
XNR_RS16415,response to stress
XNR_RS16415,response to oxidative stress
XNR_RS16415,N-acetyltransferase activity
XNR_RS16415,biological_process
XNR_RS16415,metabolic process
XNR_RS16415,biosynthetic process
XNR_RS16415,response to pH
XNR_RS16415,response to abiotic stimulus
XNR_RS16415,response to toxic substance
XNR_RS16415,cellular process
XNR_RS16415,response to inorganic substance
XNR_RS16415,mycothiol biosynthetic process
XNR_RS16415,mycothiol metabolic process
XNR_RS16415,response to acidic pH
XNR_RS16415,glycoside metabolic process
XNR_RS16415,glycoside biosynthetic process
XNR_RS16415,acetyltransferase activity
XNR_RS16415,N-acyltransferase activity
XNR_RS16415,transferase activity
XNR_RS16415,acyltransferase activity
XNR_RS16415,"acyltransferase activity, transferring groups other than amino-acyl groups"
XNR_RS16415,cellular response to stress
XNR_RS16415,cellular response to oxidative stress
XNR_RS16415,cellular response to reactive oxygen species
XNR_RS16415,mycothiol synthase activity
XNR_RS16415,cellular response to xenobiotic stimulus
XNR_RS16415,growth
XNR_RS16415,response to chemical
XNR_RS16415,response to xenobiotic stimulus
XNR_RS16415,response to hydrogen peroxide
XNR_RS16415,obsolete growth involved in symbiotic interaction
XNR_RS16415,biological process involved in interaction with host
XNR_RS16415,biological process involved in interaction with host
XNR_RS16415,biological process involved in interaction with host
XNR_RS16415,cellular metabolic process
XNR_RS16415,cellular biosynthetic process
XNR_RS16415,sulfur compound biosynthetic process
XNR_RS16415,biological process involved in symbiotic interaction
XNR_RS16415,biological process involved in interspecies interaction between organisms
XNR_RS16415,obsolete intracellular part
XNR_RS16415,obsolete cytoplasmic part
XNR_RS16415,obsolete cell part
XNR_RS16415,response to antibiotic
XNR_RS16415,response to stimulus
XNR_RS16415,obsolete cofactor metabolic process
XNR_RS16415,obsolete cofactor biosynthetic process
XNR_RS16415,obsolete multi-organism process
XNR_RS16415,cellular response to stimulus
XNR_RS16415,cellular response to hydrogen peroxide
XNR_RS16415,cellular response to chemical stimulus
XNR_RS16415,cellular response to abiotic stimulus
XNR_RS16415,cellular response to antibiotic
XNR_RS16415,cellular response to pH
XNR_RS16415,cellular response to acidic pH
XNR_RS16415,organic substance metabolic process
XNR_RS16415,cellular response to toxic substance
XNR_RS16415,cellular response to environmental stimulus
XNR_RS16415,carbohydrate derivative metabolic process
XNR_RS16415,carbohydrate derivative biosynthetic process
XNR_RS16415,organic substance biosynthetic process
XNR_RS16415,glycosyl compound metabolic process
XNR_RS16415,glycosyl compound biosynthetic process
XNR_RS16415,response to oxygen-containing compound
XNR_RS16415,cellular response to oxygen-containing compound
XNR_RS16420,
XNR_RS16425,
XNR_RS16430,
XNR_RS16435,
XNR_RS16440,
XNR_RS16445,
XNR_RS16450,
XNR_RS16455,
XNR_RS16460,
XNR_RS16465,
XNR_RS16470,
XNR_RS16475,
XNR_RS16480,
XNR_RS16485,
XNR_RS16490,
XNR_RS16495,
XNR_RS16500,
XNR_RS16505,
XNR_RS16510,
XNR_RS16515,cellular_component
XNR_RS16515,cell wall
XNR_RS16515,obsolete cell
XNR_RS16515,plasma membrane
XNR_RS16515,membrane
XNR_RS16515,external encapsulating structure
XNR_RS16515,obsolete cell part
XNR_RS16515,cell periphery
XNR_RS29470,
XNR_RS16525,
XNR_RS16530,
XNR_RS16535,
XNR_RS16540,
XNR_RS16550,
XNR_RS16555,
XNR_RS16560,
XNR_RS16565,aminoacyl-tRNA editing activity
XNR_RS16565,molecular_function
XNR_RS16565,catalytic activity
XNR_RS16565,cellular_component
XNR_RS16565,intracellular anatomical structure
XNR_RS16565,obsolete cell
XNR_RS16565,cytoplasm
XNR_RS16565,nucleobase-containing compound metabolic process
XNR_RS16565,tRNA metabolic process
XNR_RS16565,regulation of translational fidelity
XNR_RS16565,cellular aromatic compound metabolic process
XNR_RS16565,nitrogen compound metabolic process
XNR_RS16565,biological_process
XNR_RS16565,metabolic process
XNR_RS16565,cellular process
XNR_RS16565,RNA metabolic process
XNR_RS16565,hydrolase activity
XNR_RS16565,"hydrolase activity, acting on ester bonds"
XNR_RS16565,cellular nitrogen compound metabolic process
XNR_RS16565,ncRNA metabolic process
XNR_RS16565,macromolecule metabolic process
XNR_RS16565,cellular metabolic process
XNR_RS16565,primary metabolic process
XNR_RS16565,obsolete intracellular part
XNR_RS16565,obsolete cell part
XNR_RS16565,heterocycle metabolic process
XNR_RS16565,D-aminoacyl-tRNA deacylase activity
XNR_RS16565,D-tyrosyl-tRNA(Tyr) deacylase activity
XNR_RS16565,carboxylic ester hydrolase activity
XNR_RS16565,biological regulation
XNR_RS16565,regulation of biological quality
XNR_RS16565,organic substance metabolic process
XNR_RS16565,nucleic acid metabolic process
XNR_RS16565,aminoacyl-tRNA metabolism involved in translational fidelity
XNR_RS16565,"catalytic activity, acting on RNA"
XNR_RS16565,"catalytic activity, acting on a tRNA"
XNR_RS16565,organic cyclic compound metabolic process
XNR_RS16570,
XNR_RS16575,
XNR_RS16580,
XNR_RS16585,
XNR_RS16590,
XNR_RS16595,
XNR_RS16600,
XNR_RS16605,
XNR_RS16610,
XNR_RS16615,
XNR_RS16620,
XNR_RS16625,
XNR_RS16630,
XNR_RS16635,
XNR_RS16640,
XNR_RS16645,
XNR_RS16650,
XNR_RS16655,
XNR_RS16660,
XNR_RS16665,
XNR_RS16670,
XNR_RS16675,
XNR_RS16680,
XNR_RS16685,
XNR_RS16690,
XNR_RS16695,
XNR_RS16700,
XNR_RS31300,
XNR_RS16710,
XNR_RS16715,
XNR_RS16720,
XNR_RS16725,
XNR_RS16730,
XNR_RS16735,
XNR_RS16740,
XNR_RS16745,
XNR_RS16750,
XNR_RS16755,
XNR_RS16760,
XNR_RS16765,
XNR_RS16770,molecular_function
XNR_RS16770,catalytic activity
XNR_RS16770,cellular_component
XNR_RS16770,intracellular anatomical structure
XNR_RS16770,obsolete cell
XNR_RS16770,cytoplasm
XNR_RS16770,cytosol
XNR_RS16770,sulfur compound metabolic process
XNR_RS16770,biological_process
XNR_RS16770,metabolic process
XNR_RS16770,UDP-glycosyltransferase activity
XNR_RS16770,acetylglucosaminyltransferase activity
XNR_RS16770,biosynthetic process
XNR_RS16770,cellular process
XNR_RS16770,mycothiol biosynthetic process
XNR_RS16770,mycothiol metabolic process
XNR_RS16770,glycoside metabolic process
XNR_RS16770,glycoside biosynthetic process
XNR_RS16770,transferase activity
XNR_RS16770,glycosyltransferase activity
XNR_RS16770,hexosyltransferase activity
XNR_RS16770,cellular metabolic process
XNR_RS16770,cellular biosynthetic process
XNR_RS16770,sulfur compound biosynthetic process
XNR_RS16770,obsolete intracellular part
XNR_RS16770,obsolete cytoplasmic part
XNR_RS16770,obsolete cell part
XNR_RS16770,obsolete cofactor metabolic process
XNR_RS16770,obsolete cofactor biosynthetic process
XNR_RS16770,organic substance metabolic process
XNR_RS16770,carbohydrate derivative metabolic process
XNR_RS16770,carbohydrate derivative biosynthetic process
XNR_RS16770,organic substance biosynthetic process
XNR_RS16770,glycosyl compound metabolic process
XNR_RS16770,glycosyl compound biosynthetic process
XNR_RS16775,
XNR_RS16785,
XNR_RS16790,
XNR_RS16795,molecular_function
XNR_RS16795,catalytic activity
XNR_RS16795,phosphoglycerate mutase activity
XNR_RS16795,binding
XNR_RS16795,protein binding
XNR_RS16795,cellular_component
XNR_RS16795,intracellular anatomical structure
XNR_RS16795,obsolete cell
XNR_RS16795,cytoplasm
XNR_RS16795,cytosol
XNR_RS16795,plasma membrane
XNR_RS16795,carbohydrate metabolic process
XNR_RS16795,monosaccharide metabolic process
XNR_RS16795,glucose metabolic process
XNR_RS16795,organic acid metabolic process
XNR_RS16795,pyruvate metabolic process
XNR_RS16795,generation of precursor metabolites and energy
XNR_RS16795,gluconeogenesis
XNR_RS16795,glycolytic process
XNR_RS16795,regulation of carbohydrate metabolic process
XNR_RS16795,nucleobase-containing compound metabolic process
XNR_RS16795,regulation of nucleotide metabolic process
XNR_RS16795,purine nucleotide metabolic process
XNR_RS16795,purine nucleotide biosynthetic process
XNR_RS16795,obsolete nucleoside diphosphate phosphorylation
XNR_RS16795,cellular aromatic compound metabolic process
XNR_RS16795,obsolete coenzyme metabolic process
XNR_RS16795,obsolete oxidoreduction coenzyme metabolic process
XNR_RS16795,nucleoside phosphate metabolic process
XNR_RS16795,ATP biosynthetic process
XNR_RS16795,obsolete ATP generation from ADP
XNR_RS16795,phosphorus metabolic process
XNR_RS16795,phosphate-containing compound metabolic process
XNR_RS16795,nitrogen compound metabolic process
XNR_RS16795,biological_process
XNR_RS16795,metabolic process
XNR_RS16795,catabolic process
XNR_RS16795,biosynthetic process
XNR_RS16795,obsolete coenzyme biosynthetic process
XNR_RS16795,nucleotide metabolic process
XNR_RS16795,nucleoside monophosphate metabolic process
XNR_RS16795,nucleoside monophosphate biosynthetic process
XNR_RS16795,purine nucleoside monophosphate metabolic process
XNR_RS16795,purine nucleoside monophosphate biosynthetic process
XNR_RS16795,nucleoside diphosphate metabolic process
XNR_RS16795,purine nucleoside diphosphate metabolic process
XNR_RS16795,nucleoside triphosphate metabolic process
XNR_RS16795,nucleoside triphosphate biosynthetic process
XNR_RS16795,purine nucleoside triphosphate metabolic process
XNR_RS16795,purine nucleoside triphosphate biosynthetic process
XNR_RS16795,purine ribonucleotide metabolic process
XNR_RS16795,purine ribonucleotide biosynthetic process
XNR_RS16795,ribonucleoside monophosphate biosynthetic process
XNR_RS16795,ribonucleoside monophosphate metabolic process
XNR_RS16795,nucleotide biosynthetic process
XNR_RS16795,nucleotide catabolic process
XNR_RS16795,purine ribonucleoside monophosphate metabolic process
XNR_RS16795,purine ribonucleoside monophosphate biosynthetic process
XNR_RS16795,purine ribonucleoside diphosphate metabolic process
XNR_RS16795,ribonucleoside diphosphate metabolic process
XNR_RS16795,ribonucleoside triphosphate metabolic process
XNR_RS16795,ribonucleoside triphosphate biosynthetic process
XNR_RS16795,purine ribonucleoside triphosphate metabolic process
XNR_RS16795,purine ribonucleoside triphosphate biosynthetic process
XNR_RS16795,ribonucleotide metabolic process
XNR_RS16795,ribonucleotide biosynthetic process
XNR_RS16795,regulation of catabolic process
XNR_RS16795,cellular process
XNR_RS16795,obsolete regulation of cellular carbohydrate metabolic process
XNR_RS16795,membrane
XNR_RS16795,cellular component organization
XNR_RS16795,carbohydrate biosynthetic process
XNR_RS16795,carbohydrate catabolic process
XNR_RS16795,organic acid biosynthetic process
XNR_RS16795,phosphorylation
XNR_RS16795,isomerase activity
XNR_RS16795,intramolecular transferase activity
XNR_RS16795,intramolecular phosphotransferase activity
XNR_RS16795,xenobiotic metabolic process
XNR_RS16795,heterocycle biosynthetic process
XNR_RS16795,regulation of nucleobase-containing compound metabolic process
XNR_RS16795,regulation of phosphate metabolic process
XNR_RS16795,regulation of metabolic process
XNR_RS16795,hexose metabolic process
XNR_RS16795,hexose biosynthetic process
XNR_RS16795,nicotinamide nucleotide biosynthetic process
XNR_RS16795,pyridine nucleotide metabolic process
XNR_RS16795,pyridine nucleotide biosynthetic process
XNR_RS16795,aromatic compound biosynthetic process
XNR_RS16795,aromatic compound catabolic process
XNR_RS16795,organophosphate metabolic process
XNR_RS16795,ribose phosphate metabolic process
XNR_RS16795,carboxylic acid metabolic process
XNR_RS16795,cellular component assembly
XNR_RS16795,regulation of cellular metabolic process
XNR_RS16795,regulation of cellular catabolic process
XNR_RS16795,monocarboxylic acid metabolic process
XNR_RS16795,protein-containing complex
XNR_RS16795,regulation of amide metabolic process
XNR_RS16795,nucleobase-containing small molecule biosynthetic process
XNR_RS16795,cellular nitrogen compound metabolic process
XNR_RS16795,nucleobase-containing compound biosynthetic process
XNR_RS16795,nucleobase-containing compound catabolic process
XNR_RS16795,identical protein binding
XNR_RS16795,pyruvate biosynthetic process
XNR_RS16795,oxoacid metabolic process
XNR_RS16795,regulation of secondary metabolic process
XNR_RS16795,regulation of pentose-phosphate shunt
XNR_RS16795,regulation of carbohydrate catabolic process
XNR_RS16795,obsolete regulation of cellular carbohydrate catabolic process
XNR_RS16795,protein-containing complex organization
XNR_RS16795,cellular component biogenesis
XNR_RS16795,cellular metabolic process
XNR_RS16795,primary metabolic process
XNR_RS16795,cellular catabolic process
XNR_RS16795,cellular biosynthetic process
XNR_RS16795,cellular nitrogen compound catabolic process
XNR_RS16795,cellular nitrogen compound biosynthetic process
XNR_RS16795,small molecule metabolic process
XNR_RS16795,small molecule biosynthetic process
XNR_RS16795,obsolete intracellular part
XNR_RS16795,obsolete cytoplasmic part
XNR_RS16795,obsolete cell part
XNR_RS16795,ADP metabolic process
XNR_RS16795,ATP metabolic process
XNR_RS16795,monosaccharide biosynthetic process
XNR_RS16795,ribose phosphate biosynthetic process
XNR_RS16795,carboxylic acid biosynthetic process
XNR_RS16795,organophosphate catabolic process
XNR_RS16795,heterocycle metabolic process
XNR_RS16795,nicotinamide nucleotide metabolic process
XNR_RS16795,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity"
XNR_RS16795,heterocycle catabolic process
XNR_RS16795,obsolete nucleotide phosphorylation
XNR_RS16795,regulation of biological process
XNR_RS16795,regulation of cellular process
XNR_RS16795,regulation of nitrogen compound metabolic process
XNR_RS16795,regulation of phosphorus metabolic process
XNR_RS16795,obsolete cofactor metabolic process
XNR_RS16795,obsolete cofactor biosynthetic process
XNR_RS16795,obsolete regulation of cofactor metabolic process
XNR_RS16795,obsolete regulation of coenzyme metabolic process
XNR_RS16795,protein complex oligomerization
XNR_RS16795,protein homooligomerization
XNR_RS16795,protein tetramerization
XNR_RS16795,protein homotetramerization
XNR_RS16795,nucleobase-containing small molecule metabolic process
XNR_RS16795,regulation of macromolecule metabolic process
XNR_RS16795,regulation of small molecule metabolic process
XNR_RS16795,protein-containing complex assembly
XNR_RS16795,biological regulation
XNR_RS16795,organic substance metabolic process
XNR_RS16795,cellular component organization or biogenesis
XNR_RS16795,cell periphery
XNR_RS16795,monocarboxylic acid biosynthetic process
XNR_RS16795,purine-containing compound metabolic process
XNR_RS16795,purine-containing compound biosynthetic process
XNR_RS16795,pyridine-containing compound metabolic process
XNR_RS16795,pyridine-containing compound biosynthetic process
XNR_RS16795,regulation of primary metabolic process
XNR_RS16795,organophosphate biosynthetic process
XNR_RS16795,carbohydrate derivative metabolic process
XNR_RS16795,carbohydrate derivative biosynthetic process
XNR_RS16795,nucleoside phosphate catabolic process
XNR_RS16795,nucleoside phosphate biosynthetic process
XNR_RS16795,organic cyclic compound metabolic process
XNR_RS16795,organic cyclic compound catabolic process
XNR_RS16795,organic cyclic compound biosynthetic process
XNR_RS16795,organonitrogen compound metabolic process
XNR_RS16795,organonitrogen compound biosynthetic process
XNR_RS16795,organic substance catabolic process
XNR_RS16795,organic substance biosynthetic process
XNR_RS16795,regulation of NADP metabolic process
XNR_RS16800,
XNR_RS29965,
XNR_RS16805,
XNR_RS16810,
XNR_RS16820,
XNR_RS16825,
XNR_RS16830,
XNR_RS16835,
XNR_RS16840,
XNR_RS16845,
XNR_RS16850,
XNR_RS16855,
XNR_RS16860,
XNR_RS16865,
XNR_RS16870,
XNR_RS16875,
XNR_RS16880,
XNR_RS16885,
XNR_RS16890,
XNR_RS31310,
XNR_RS31315,
XNR_RS16905,
XNR_RS16910,
XNR_RS16920,
XNR_RS16925,
XNR_RS16930,
XNR_RS16935,
XNR_RS16940,
XNR_RS16945,
XNR_RS16950,
XNR_RS16955,
XNR_RS16960,
XNR_RS16965,
XNR_RS16970,
XNR_RS16975,
XNR_RS16980,
XNR_RS16985,
XNR_RS16990,magnesium ion binding
XNR_RS16990,molecular_function
XNR_RS16990,catalytic activity
XNR_RS16990,inorganic diphosphate phosphatase activity
XNR_RS16990,binding
XNR_RS16990,cellular_component
XNR_RS16990,intracellular anatomical structure
XNR_RS16990,obsolete cell
XNR_RS16990,cytoplasm
XNR_RS16990,cytosol
XNR_RS16990,plasma membrane
XNR_RS16990,phosphorus metabolic process
XNR_RS16990,phosphate-containing compound metabolic process
XNR_RS16990,biological_process
XNR_RS16990,metabolic process
XNR_RS16990,cellular process
XNR_RS16990,membrane
XNR_RS16990,pyrophosphatase activity
XNR_RS16990,hydrolase activity
XNR_RS16990,"hydrolase activity, acting on acid anhydrides"
XNR_RS16990,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
XNR_RS16990,ion binding
XNR_RS16990,cation binding
XNR_RS16990,cellular metabolic process
XNR_RS16990,obsolete intracellular part
XNR_RS16990,obsolete cytoplasmic part
XNR_RS16990,obsolete cell part
XNR_RS16990,metal ion binding
XNR_RS16990,cell periphery
XNR_RS16995,
XNR_RS17000,
XNR_RS17005,biological_process
XNR_RS17005,growth
XNR_RS17010,
XNR_RS17015,molecular_function
XNR_RS17015,catalytic activity
XNR_RS17015,ATP-dependent peptidase activity
XNR_RS17015,cellular_component
XNR_RS17015,intracellular anatomical structure
XNR_RS17015,obsolete cell
XNR_RS17015,cytoplasm
XNR_RS17015,cytosol
XNR_RS17015,plasma membrane
XNR_RS17015,proteolysis
XNR_RS17015,nitrogen compound metabolic process
XNR_RS17015,response to stress
XNR_RS17015,response to oxidative stress
XNR_RS17015,biological_process
XNR_RS17015,metabolic process
XNR_RS17015,peptidase activity
XNR_RS17015,metallopeptidase activity
XNR_RS17015,catabolic process
XNR_RS17015,macromolecule catabolic process
XNR_RS17015,regulation of gene expression
XNR_RS17015,membrane
XNR_RS17015,pyrophosphatase activity
XNR_RS17015,hydrolase activity
XNR_RS17015,"hydrolase activity, acting on acid anhydrides"
XNR_RS17015,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
XNR_RS17015,ATP hydrolysis activity
XNR_RS17015,ribonucleoside triphosphate phosphatase activity
XNR_RS17015,regulation of metabolic process
XNR_RS17015,protein metabolic process
XNR_RS17015,protein catabolic process
XNR_RS17015,growth
XNR_RS17015,ATP hydrolysis activity
XNR_RS17015,macromolecule metabolic process
XNR_RS17015,primary metabolic process
XNR_RS17015,obsolete intracellular part
XNR_RS17015,obsolete cytoplasmic part
XNR_RS17015,obsolete cell part
XNR_RS17015,regulation of biological process
XNR_RS17015,response to stimulus
XNR_RS17015,regulation of macromolecule metabolic process
XNR_RS17015,biological regulation
XNR_RS17015,peptidase activity
XNR_RS17015,organic substance metabolic process
XNR_RS17015,cell periphery
XNR_RS17015,"catalytic activity, acting on a protein"
XNR_RS17015,organonitrogen compound metabolic process
XNR_RS17015,organonitrogen compound catabolic process
XNR_RS17015,organic substance catabolic process
XNR_RS17020,nucleotide binding
XNR_RS17020,nucleoside binding
XNR_RS17020,purine nucleoside binding
XNR_RS17020,molecular_function
XNR_RS17020,catalytic activity
XNR_RS17020,GTP cyclohydrolase activity
XNR_RS17020,GTP cyclohydrolase I activity
XNR_RS17020,binding
XNR_RS17020,GTP binding
XNR_RS17020,cellular_component
XNR_RS17020,intracellular anatomical structure
XNR_RS17020,obsolete cell
XNR_RS17020,cytoplasm
XNR_RS17020,alcohol metabolic process
XNR_RS17020,cellular aromatic compound metabolic process
XNR_RS17020,tetrahydrobiopterin biosynthetic process
XNR_RS17020,obsolete coenzyme metabolic process
XNR_RS17020,nitrogen compound metabolic process
XNR_RS17020,biological_process
XNR_RS17020,metabolic process
XNR_RS17020,zinc ion binding
XNR_RS17020,biosynthetic process
XNR_RS17020,obsolete coenzyme biosynthetic process
XNR_RS17020,cellular process
XNR_RS17020,hydrolase activity
XNR_RS17020,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
XNR_RS17020,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"
XNR_RS17020,purine nucleotide binding
XNR_RS17020,xenobiotic metabolic process
XNR_RS17020,heterocycle biosynthetic process
XNR_RS17020,guanyl nucleotide binding
XNR_RS17020,cyclohydrolase activity
XNR_RS17020,aromatic compound biosynthetic process
XNR_RS17020,polyol metabolic process
XNR_RS17020,ribonucleoside binding
XNR_RS17020,purine ribonucleoside binding
XNR_RS17020,ribonucleotide binding
XNR_RS17020,purine ribonucleotide binding
XNR_RS17020,guanyl ribonucleotide binding
XNR_RS17020,diol metabolic process
XNR_RS17020,diol biosynthetic process
XNR_RS17020,cellular nitrogen compound metabolic process
XNR_RS17020,purine ribonucleoside triphosphate binding
XNR_RS17020,small molecule binding
XNR_RS17020,growth
XNR_RS17020,pteridine-containing compound metabolic process
XNR_RS17020,pteridine-containing compound biosynthetic process
XNR_RS17020,ion binding
XNR_RS17020,anion binding
XNR_RS17020,cation binding
XNR_RS17020,cellular metabolic process
XNR_RS17020,cellular biosynthetic process
XNR_RS17020,cellular nitrogen compound biosynthetic process
XNR_RS17020,small molecule metabolic process
XNR_RS17020,small molecule biosynthetic process
XNR_RS17020,obsolete intracellular part
XNR_RS17020,obsolete cell part
XNR_RS17020,tetrahydrobiopterin metabolic process
XNR_RS17020,alcohol biosynthetic process
XNR_RS17020,polyol biosynthetic process
XNR_RS17020,heterocycle metabolic process
XNR_RS17020,metal ion binding
XNR_RS17020,transition metal ion binding
XNR_RS17020,obsolete cofactor metabolic process
XNR_RS17020,obsolete cofactor biosynthetic process
XNR_RS17020,organic substance metabolic process
XNR_RS17020,organic cyclic compound binding
XNR_RS17020,carbohydrate derivative binding
XNR_RS17020,nucleoside phosphate binding
XNR_RS17020,organic cyclic compound metabolic process
XNR_RS17020,organic cyclic compound biosynthetic process
XNR_RS17020,heterocyclic compound binding
XNR_RS17020,organonitrogen compound metabolic process
XNR_RS17020,organonitrogen compound biosynthetic process
XNR_RS17020,organic substance biosynthetic process
XNR_RS17020,organic hydroxy compound metabolic process
XNR_RS17020,organic hydroxy compound biosynthetic process
XNR_RS17025,
XNR_RS17030,
XNR_RS17035,biological_process
XNR_RS17035,growth
XNR_RS17040,
XNR_RS17045,
XNR_RS17050,
XNR_RS17055,
XNR_RS17060,
XNR_RS17065,
XNR_RS29975,
XNR_RS17075,
XNR_RS17080,
XNR_RS17085,
XNR_RS17090,
XNR_RS17095,
XNR_RS17100,
XNR_RS17105,
XNR_RS17110,
XNR_RS17115,
XNR_RS17120,
XNR_RS17125,
XNR_RS17130,
XNR_RS17135,
XNR_RS17140,
XNR_RS17145,
XNR_RS17150,
XNR_RS17155,
XNR_RS17160,
XNR_RS30855,
XNR_RS17165,
XNR_RS17170,
XNR_RS17175,
XNR_RS17180,
XNR_RS17185,
XNR_RS17190,
XNR_RS17195,
XNR_RS17200,
XNR_RS17205,
XNR_RS17210,
XNR_RS17215,
XNR_RS17220,
XNR_RS17225,molecular_function
XNR_RS17225,catalytic activity
XNR_RS17225,pantoate-beta-alanine ligase activity
XNR_RS17225,cellular_component
XNR_RS17225,intracellular anatomical structure
XNR_RS17225,obsolete cell
XNR_RS17225,cytoplasm
XNR_RS17225,cytosol
XNR_RS17225,organic acid metabolic process
XNR_RS17225,amino acid metabolic process
XNR_RS17225,valine metabolic process
XNR_RS17225,cellular modified amino acid metabolic process
XNR_RS17225,obsolete coenzyme metabolic process
XNR_RS17225,vitamin metabolic process
XNR_RS17225,water-soluble vitamin metabolic process
XNR_RS17225,nitrogen compound metabolic process
XNR_RS17225,biological_process
XNR_RS17225,metabolic process
XNR_RS17225,biosynthetic process
XNR_RS17225,branched-chain amino acid metabolic process
XNR_RS17225,obsolete coenzyme biosynthetic process
XNR_RS17225,vitamin biosynthetic process
XNR_RS17225,cellular process
XNR_RS17225,pantothenate metabolic process
XNR_RS17225,pantothenate biosynthetic process
XNR_RS17225,organic acid biosynthetic process
XNR_RS17225,ligase activity
XNR_RS17225,"ligase activity, forming carbon-nitrogen bonds"
XNR_RS17225,acid-amino acid ligase activity
XNR_RS17225,carboxylic acid metabolic process
XNR_RS17225,monocarboxylic acid metabolic process
XNR_RS17225,pantothenate biosynthetic process
XNR_RS17225,cellular nitrogen compound metabolic process
XNR_RS17225,water-soluble vitamin biosynthetic process
XNR_RS17225,cellular modified amino acid biosynthetic process
XNR_RS17225,oxoacid metabolic process
XNR_RS17225,amide metabolic process
XNR_RS17225,amide biosynthetic process
XNR_RS17225,cellular metabolic process
XNR_RS17225,primary metabolic process
XNR_RS17225,cellular biosynthetic process
XNR_RS17225,cellular nitrogen compound biosynthetic process
XNR_RS17225,small molecule metabolic process
XNR_RS17225,small molecule biosynthetic process
XNR_RS17225,obsolete intracellular part
XNR_RS17225,obsolete cytoplasmic part
XNR_RS17225,obsolete cell part
XNR_RS17225,carboxylic acid biosynthetic process
XNR_RS17225,obsolete cofactor metabolic process
XNR_RS17225,obsolete cofactor biosynthetic process
XNR_RS17225,organic substance metabolic process
XNR_RS17225,monocarboxylic acid biosynthetic process
XNR_RS17225,organonitrogen compound metabolic process
XNR_RS17225,organonitrogen compound biosynthetic process
XNR_RS17225,organic substance biosynthetic process
XNR_RS17225,alpha-amino acid metabolic process
XNR_RS17230,
XNR_RS17235,
XNR_RS17240,cellular_component
XNR_RS17240,obsolete cell
XNR_RS17240,plasma membrane
XNR_RS17240,membrane
XNR_RS17240,obsolete cell part
XNR_RS17240,cell periphery
XNR_RS17245,
XNR_RS17250,
XNR_RS29980,
XNR_RS17255,molecular_function
XNR_RS17255,catalytic activity
XNR_RS17255,acetyl-CoA:L-glutamate N-acetyltransferase activity
XNR_RS17255,binding
XNR_RS17255,protein binding
XNR_RS17255,organic acid metabolic process
XNR_RS17255,amino acid metabolic process
XNR_RS17255,arginine metabolic process
XNR_RS17255,arginine biosynthetic process
XNR_RS17255,ornithine metabolic process
XNR_RS17255,nitrogen compound metabolic process
XNR_RS17255,N-acetyltransferase activity
XNR_RS17255,biological_process
XNR_RS17255,metabolic process
XNR_RS17255,amino acid biosynthetic process
XNR_RS17255,biosynthetic process
XNR_RS17255,glutamine family amino acid metabolic process
