,locus_tag,GOs
16983,XNR_RS18550,translation
16984,XNR_RS18550,peptide metabolic process
16985,XNR_RS18550,nitrogen compound metabolic process
16986,XNR_RS18550,biological_process
16987,XNR_RS18550,metabolic process
16988,XNR_RS18550,biosynthetic process
16989,XNR_RS18550,macromolecule biosynthetic process
16990,XNR_RS18550,cellular process
16991,XNR_RS18550,gene expression
16992,XNR_RS18550,large ribosomal subunit
16993,XNR_RS18550,membrane
16994,XNR_RS18550,protein metabolic process
16995,XNR_RS18550,cytosolic large ribosomal subunit
16996,XNR_RS18550,cytosolic ribosome
16997,XNR_RS18550,external encapsulating structure
16998,XNR_RS18550,protein-containing complex
16999,XNR_RS18550,cellular nitrogen compound metabolic process
17000,XNR_RS18550,obsolete cellular macromolecule biosynthetic process
17001,XNR_RS18550,growth
17002,XNR_RS18550,peptide biosynthetic process
17003,XNR_RS18550,macromolecule metabolic process
17004,XNR_RS18550,organelle
17005,XNR_RS18550,non-membrane-bounded organelle
17006,XNR_RS18550,intracellular organelle
17007,XNR_RS18550,intracellular non-membrane-bounded organelle
17008,XNR_RS18550,amide metabolic process
17009,XNR_RS18550,amide biosynthetic process
17010,XNR_RS18550,cellular metabolic process
17011,XNR_RS18550,primary metabolic process
17012,XNR_RS18550,cellular biosynthetic process
17013,XNR_RS18550,obsolete cellular macromolecule metabolic process
17014,XNR_RS18550,protein metabolic process
17015,XNR_RS18550,cellular nitrogen compound biosynthetic process
17016,XNR_RS18550,ribosomal subunit
17017,XNR_RS18550,obsolete organelle part
17018,XNR_RS18550,obsolete intracellular part
17019,XNR_RS18550,obsolete cytoplasmic part
17020,XNR_RS18550,obsolete cytosolic part
17021,XNR_RS18550,obsolete intracellular organelle part
17022,XNR_RS18550,obsolete cell part
17023,XNR_RS18550,organic substance metabolic process
17024,XNR_RS18550,cell periphery
17025,XNR_RS18550,organic cyclic compound binding
17026,XNR_RS18550,heterocyclic compound binding
17027,XNR_RS18550,organonitrogen compound metabolic process
17028,XNR_RS18550,organonitrogen compound biosynthetic process
17029,XNR_RS18550,organic substance biosynthetic process
17030,XNR_RS18550,ribonucleoprotein complex
17031,XNR_RS18555,molecular_function
17032,XNR_RS18555,nucleic acid binding
17033,XNR_RS18555,RNA binding
17034,XNR_RS18555,binding
17035,XNR_RS18555,cellular_component
17036,XNR_RS18555,intracellular anatomical structure
17037,XNR_RS18555,obsolete cell
17038,XNR_RS18555,cytoplasm
17039,XNR_RS18555,cytosol
17040,XNR_RS18555,ribosome
17041,XNR_RS18555,5S rRNA binding
17042,XNR_RS18555,biological_process
17043,XNR_RS18555,large ribosomal subunit
17044,XNR_RS18555,rRNA binding
17045,XNR_RS18555,cytosolic large ribosomal subunit
17046,XNR_RS18555,cytosolic ribosome
17047,XNR_RS18555,protein-containing complex
17048,XNR_RS18555,growth
17049,XNR_RS18555,organelle
17050,XNR_RS18555,non-membrane-bounded organelle
17051,XNR_RS18555,intracellular organelle
17052,XNR_RS18555,intracellular non-membrane-bounded organelle
17053,XNR_RS18555,ribosomal subunit
17054,XNR_RS18555,obsolete organelle part
17055,XNR_RS18555,obsolete intracellular part
17056,XNR_RS18555,obsolete cytoplasmic part
17057,XNR_RS18555,obsolete cytosolic part
17058,XNR_RS18555,obsolete intracellular organelle part
17059,XNR_RS18555,obsolete cell part
17060,XNR_RS18555,organic cyclic compound binding
17061,XNR_RS18555,heterocyclic compound binding
17062,XNR_RS18555,ribonucleoprotein complex
17063,XNR_RS18560,molecular_function
17064,XNR_RS18560,structural constituent of ribosome
17065,XNR_RS18560,structural molecule activity
17066,XNR_RS18560,cellular_component
17067,XNR_RS18560,intracellular anatomical structure
17068,XNR_RS18560,obsolete cell
17069,XNR_RS18560,cytoplasm
17070,XNR_RS18560,cytosol
17071,XNR_RS18560,ribosome
17072,XNR_RS18560,plasma membrane
17073,XNR_RS18560,translation
17074,XNR_RS18560,peptide metabolic process
17075,XNR_RS18560,nitrogen compound metabolic process
17076,XNR_RS18560,biological_process
17077,XNR_RS18560,metabolic process
17078,XNR_RS18560,biosynthetic process
17079,XNR_RS18560,macromolecule biosynthetic process
17080,XNR_RS18560,cellular process
17081,XNR_RS18560,gene expression
17082,XNR_RS18560,small ribosomal subunit
17083,XNR_RS18560,membrane
17084,XNR_RS18560,protein metabolic process
17085,XNR_RS18560,cytosolic ribosome
17086,XNR_RS18560,cytosolic small ribosomal subunit
17087,XNR_RS18560,protein-containing complex
17088,XNR_RS18560,cellular nitrogen compound metabolic process
17089,XNR_RS18560,obsolete cellular macromolecule biosynthetic process
17090,XNR_RS18560,growth
17091,XNR_RS18560,peptide biosynthetic process
17092,XNR_RS18560,macromolecule metabolic process
17093,XNR_RS18560,organelle
17094,XNR_RS18560,non-membrane-bounded organelle
17095,XNR_RS18560,intracellular organelle
17096,XNR_RS18560,intracellular non-membrane-bounded organelle
17097,XNR_RS18560,amide metabolic process
17098,XNR_RS18560,amide biosynthetic process
17099,XNR_RS18560,cellular metabolic process
17100,XNR_RS18560,primary metabolic process
17101,XNR_RS18560,cellular biosynthetic process
17102,XNR_RS18560,obsolete cellular macromolecule metabolic process
17103,XNR_RS18560,protein metabolic process
17104,XNR_RS18560,cellular nitrogen compound biosynthetic process
17105,XNR_RS18560,ribosomal subunit
17106,XNR_RS18560,obsolete organelle part
17107,XNR_RS18560,obsolete intracellular part
17108,XNR_RS18560,obsolete cytoplasmic part
17109,XNR_RS18560,obsolete cytosolic part
17110,XNR_RS18560,obsolete intracellular organelle part
17111,XNR_RS18560,obsolete cell part
17112,XNR_RS18560,organic substance metabolic process
17113,XNR_RS18560,cell periphery
17114,XNR_RS18560,organonitrogen compound metabolic process
17115,XNR_RS18560,organonitrogen compound biosynthetic process
17116,XNR_RS18560,organic substance biosynthetic process
17117,XNR_RS18560,ribonucleoprotein complex
17118,XNR_RS18565,cellular_component
17119,XNR_RS18565,intracellular anatomical structure
17120,XNR_RS18565,obsolete cell
17121,XNR_RS18565,cytoplasm
17122,XNR_RS18565,cytosol
17123,XNR_RS18565,ribosome
17124,XNR_RS18565,biological_process
17125,XNR_RS18565,large ribosomal subunit
17126,XNR_RS18565,cytosolic large ribosomal subunit
17127,XNR_RS18565,cytosolic ribosome
17128,XNR_RS18565,protein-containing complex
17129,XNR_RS18565,growth
17130,XNR_RS18565,organelle
17131,XNR_RS18565,non-membrane-bounded organelle
17132,XNR_RS18565,intracellular organelle
17133,XNR_RS18565,intracellular non-membrane-bounded organelle
17134,XNR_RS18565,ribosomal subunit
17135,XNR_RS18565,obsolete organelle part
17136,XNR_RS18565,obsolete intracellular part
17137,XNR_RS18565,obsolete cytoplasmic part
17138,XNR_RS18565,obsolete cytosolic part
17139,XNR_RS18565,obsolete intracellular organelle part
17140,XNR_RS18565,obsolete cell part
17141,XNR_RS18565,ribonucleoprotein complex
17142,XNR_RS18570,molecular_function
17143,XNR_RS18570,structural constituent of ribosome
17144,XNR_RS18570,structural molecule activity
17145,XNR_RS18570,cellular_component
17146,XNR_RS18570,intracellular anatomical structure
17147,XNR_RS18570,obsolete cell
17148,XNR_RS18570,cytoplasm
17149,XNR_RS18570,cytosol
17150,XNR_RS18570,ribosome
17151,XNR_RS18570,plasma membrane
17152,XNR_RS18570,large ribosomal subunit
17153,XNR_RS18570,membrane
17154,XNR_RS18570,cytosolic large ribosomal subunit
17155,XNR_RS18570,cytosolic ribosome
17156,XNR_RS18570,protein-containing complex
17157,XNR_RS18570,organelle
17158,XNR_RS18570,non-membrane-bounded organelle
17159,XNR_RS18570,intracellular organelle
17160,XNR_RS18570,intracellular non-membrane-bounded organelle
17161,XNR_RS18570,ribosomal subunit
17162,XNR_RS18570,obsolete organelle part
17163,XNR_RS18570,obsolete intracellular part
17164,XNR_RS18570,obsolete cytoplasmic part
17165,XNR_RS18570,obsolete cytosolic part
17166,XNR_RS18570,obsolete intracellular organelle part
17167,XNR_RS18570,obsolete cell part
17168,XNR_RS18570,cell periphery
17169,XNR_RS18570,ribonucleoprotein complex
17170,XNR_RS18575,cellular_component
17171,XNR_RS18575,extracellular region
17172,XNR_RS18575,obsolete cell
17173,XNR_RS18575,plasma membrane
17174,XNR_RS18575,biological_process
17175,XNR_RS18575,membrane
17176,XNR_RS18575,growth
17177,XNR_RS18575,obsolete cell part
17178,XNR_RS18575,cell periphery
17180,XNR_RS18585,sulfur amino acid metabolic process
17181,XNR_RS18585,molecular_function
17182,XNR_RS18585,catalytic activity
17183,XNR_RS18585,aminopeptidase activity
17184,XNR_RS18585,binding
17185,XNR_RS18585,iron ion binding
17186,XNR_RS18585,cellular_component
17187,XNR_RS18585,obsolete cell
17188,XNR_RS18585,plasma membrane
17189,XNR_RS18585,organic acid metabolic process
17190,XNR_RS18585,protein modification process
17191,XNR_RS18585,proteolysis
17192,XNR_RS18585,amino acid metabolic process
17193,XNR_RS18585,methionine metabolic process
17194,XNR_RS18585,sulfur compound metabolic process
17195,XNR_RS18585,nitrogen compound metabolic process
17196,XNR_RS18585,biological_process
17197,XNR_RS18585,metabolic process
17198,XNR_RS18585,peptidase activity
17199,XNR_RS18585,metalloexopeptidase activity
17200,XNR_RS18585,metallopeptidase activity
17201,XNR_RS18585,exopeptidase activity
17202,XNR_RS18585,aspartate family amino acid metabolic process
17203,XNR_RS18585,cellular process
17204,XNR_RS18585,gene expression
17205,XNR_RS18585,membrane
17206,XNR_RS18585,nickel cation binding
17207,XNR_RS18585,protein processing
17208,XNR_RS18585,hydrolase activity
17209,XNR_RS18585,protein metabolic process
17210,XNR_RS18585,carboxylic acid metabolic process
17211,XNR_RS18585,manganese ion binding
17212,XNR_RS18585,obsolete protein initiator methionine removal involved in protein maturation
17213,XNR_RS18585,protein modification process
17214,XNR_RS18585,ion binding
17215,XNR_RS18585,cation binding
17216,XNR_RS18585,macromolecule metabolic process
17217,XNR_RS18585,macromolecule modification
17218,XNR_RS18585,oxoacid metabolic process
17219,XNR_RS18585,cellular metabolic process
17220,XNR_RS18585,primary metabolic process
17221,XNR_RS18585,obsolete cellular macromolecule metabolic process
17222,XNR_RS18585,protein metabolic process
17223,XNR_RS18585,small molecule metabolic process
17224,XNR_RS18585,obsolete cell part
17225,XNR_RS18585,metal ion binding
17226,XNR_RS18585,transition metal ion binding
17227,XNR_RS18585,cobalt ion binding
17228,XNR_RS18585,protein maturation
17229,XNR_RS18585,metalloaminopeptidase activity
17230,XNR_RS18585,peptidase activity
17231,XNR_RS18585,obsolete protein initiator methionine removal
17232,XNR_RS18585,organic substance metabolic process
17233,XNR_RS18585,cell periphery
17234,XNR_RS18585,"catalytic activity, acting on a protein"
17235,XNR_RS18585,organonitrogen compound metabolic process
17236,XNR_RS18585,alpha-amino acid metabolic process
17237,XNR_RS18590,molecular_function
17238,XNR_RS18590,binding
17239,XNR_RS18590,cellular_component
17240,XNR_RS18590,intracellular anatomical structure
17241,XNR_RS18590,obsolete cell
17242,XNR_RS18590,cytoplasm
17243,XNR_RS18590,cytosol
17244,XNR_RS18590,ribonucleoprotein complex binding
17245,XNR_RS18590,ribosome binding
17246,XNR_RS18590,obsolete intracellular part
17247,XNR_RS18590,obsolete cytoplasmic part
17248,XNR_RS18590,obsolete cell part
17249,XNR_RS18590,protein-containing complex binding
17251,XNR_RS18600,molecular_function
17252,XNR_RS18600,structural constituent of ribosome
17253,XNR_RS18600,structural molecule activity
17254,XNR_RS18600,cellular_component
17255,XNR_RS18600,intracellular anatomical structure
17256,XNR_RS18600,obsolete cell
17257,XNR_RS18600,cytoplasm
17258,XNR_RS18600,cytosol
17259,XNR_RS18600,ribosome
17260,XNR_RS18600,plasma membrane
17261,XNR_RS18600,translation
17262,XNR_RS18600,peptide metabolic process
17263,XNR_RS18600,nitrogen compound metabolic process
17264,XNR_RS18600,biological_process
17265,XNR_RS18600,metabolic process
17266,XNR_RS18600,biosynthetic process
17267,XNR_RS18600,macromolecule biosynthetic process
17268,XNR_RS18600,cellular process
17269,XNR_RS18600,gene expression
17270,XNR_RS18600,small ribosomal subunit
17271,XNR_RS18600,membrane
17272,XNR_RS18600,protein metabolic process
17273,XNR_RS18600,ribonucleoprotein complex biogenesis
17274,XNR_RS18600,protein-containing complex
17275,XNR_RS18600,cellular nitrogen compound metabolic process
17276,XNR_RS18600,obsolete cellular macromolecule biosynthetic process
17277,XNR_RS18600,ribosome biogenesis
17278,XNR_RS18600,peptide biosynthetic process
17279,XNR_RS18600,macromolecule metabolic process
17280,XNR_RS18600,organelle
17281,XNR_RS18600,non-membrane-bounded organelle
17282,XNR_RS18600,intracellular organelle
17283,XNR_RS18600,intracellular non-membrane-bounded organelle
17284,XNR_RS18600,amide metabolic process
17285,XNR_RS18600,amide biosynthetic process
17286,XNR_RS18600,cellular component biogenesis
17287,XNR_RS18600,cellular metabolic process
17288,XNR_RS18600,primary metabolic process
17289,XNR_RS18600,cellular biosynthetic process
17290,XNR_RS18600,obsolete cellular macromolecule metabolic process
17291,XNR_RS18600,protein metabolic process
17292,XNR_RS18600,cellular nitrogen compound biosynthetic process
17293,XNR_RS18600,ribosomal subunit
17294,XNR_RS18600,obsolete organelle part
17295,XNR_RS18600,obsolete intracellular part
17296,XNR_RS18600,obsolete cytoplasmic part
17297,XNR_RS18600,obsolete intracellular organelle part
17298,XNR_RS18600,obsolete cell part
17299,XNR_RS18600,organic substance metabolic process
17300,XNR_RS18600,cellular component organization or biogenesis
17301,XNR_RS18600,cell periphery
17302,XNR_RS18600,organonitrogen compound metabolic process
17303,XNR_RS18600,organonitrogen compound biosynthetic process
17304,XNR_RS18600,organic substance biosynthetic process
17305,XNR_RS18600,ribonucleoprotein complex
17306,XNR_RS18605,ribosomal small subunit assembly
17307,XNR_RS18605,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
17308,XNR_RS18605,molecular_function
17309,XNR_RS18605,nucleic acid binding
17310,XNR_RS18605,RNA binding
17311,XNR_RS18605,mRNA binding
17312,XNR_RS18605,structural constituent of ribosome
17313,XNR_RS18605,structural molecule activity
17314,XNR_RS18605,binding
17315,XNR_RS18605,cellular_component
17316,XNR_RS18605,intracellular anatomical structure
17317,XNR_RS18605,obsolete cell
17318,XNR_RS18605,cytoplasm
17319,XNR_RS18605,cytosol
17320,XNR_RS18605,ribosome
17321,XNR_RS18605,plasma membrane
17322,XNR_RS18605,nucleobase-containing compound metabolic process
17323,XNR_RS18605,rRNA processing
17324,XNR_RS18605,RNA processing
17325,XNR_RS18605,translation
17326,XNR_RS18605,peptide metabolic process
17327,XNR_RS18605,cellular aromatic compound metabolic process
17328,XNR_RS18605,nitrogen compound metabolic process
17329,XNR_RS18605,organelle organization
17330,XNR_RS18605,biological_process
17331,XNR_RS18605,metabolic process
17332,XNR_RS18605,biosynthetic process
17333,XNR_RS18605,macromolecule biosynthetic process
17334,XNR_RS18605,cellular process
17335,XNR_RS18605,gene expression
17336,XNR_RS18605,small ribosomal subunit
17337,XNR_RS18605,membrane
17338,XNR_RS18605,cellular component organization
17339,XNR_RS18605,RNA metabolic process
17340,XNR_RS18605,rRNA metabolic process
17341,XNR_RS18605,protein metabolic process
17342,XNR_RS18605,rRNA binding
17343,XNR_RS18605,cellular component assembly
17344,XNR_RS18605,ribonucleoprotein complex biogenesis
17345,XNR_RS18605,protein-RNA complex assembly
17346,XNR_RS18605,cytosolic ribosome
17347,XNR_RS18605,cytosolic small ribosomal subunit
17348,XNR_RS18605,maturation of SSU-rRNA
17349,XNR_RS18605,protein-containing complex
17350,XNR_RS18605,ncRNA processing
17351,XNR_RS18605,protein-containing complex assembly
17352,XNR_RS18605,cellular nitrogen compound metabolic process
17353,XNR_RS18605,obsolete cellular macromolecule biosynthetic process
17354,XNR_RS18605,ncRNA metabolic process
17355,XNR_RS18605,growth
17356,XNR_RS18605,ribosome biogenesis
17357,XNR_RS18605,ribosome assembly
17358,XNR_RS18605,ribosomal small subunit biogenesis
17359,XNR_RS18605,peptide biosynthetic process
17360,XNR_RS18605,macromolecule metabolic process
17361,XNR_RS18605,organelle
17362,XNR_RS18605,non-membrane-bounded organelle
17363,XNR_RS18605,intracellular organelle
17364,XNR_RS18605,intracellular non-membrane-bounded organelle
17365,XNR_RS18605,amide metabolic process
17366,XNR_RS18605,amide biosynthetic process
17367,XNR_RS18605,protein-containing complex organization
17368,XNR_RS18605,cellular component biogenesis
17369,XNR_RS18605,cellular metabolic process
17370,XNR_RS18605,primary metabolic process
17371,XNR_RS18605,cellular biosynthetic process
17372,XNR_RS18605,obsolete cellular macromolecule metabolic process
17373,XNR_RS18605,protein metabolic process
17374,XNR_RS18605,cellular nitrogen compound biosynthetic process
17375,XNR_RS18605,ribosomal subunit
17376,XNR_RS18605,obsolete organelle part
17377,XNR_RS18605,obsolete intracellular part
17378,XNR_RS18605,obsolete cytoplasmic part
17379,XNR_RS18605,obsolete cytosolic part
17380,XNR_RS18605,obsolete intracellular organelle part
17381,XNR_RS18605,obsolete cell part
17382,XNR_RS18605,heterocycle metabolic process
17383,XNR_RS18605,mRNA 5'-UTR binding
17384,XNR_RS18605,protein-containing complex assembly
17385,XNR_RS18605,small ribosomal subunit rRNA binding
17386,XNR_RS18605,organelle assembly
17387,XNR_RS18605,organic substance metabolic process
17388,XNR_RS18605,protein-RNA complex organization
17389,XNR_RS18605,cellular component organization or biogenesis
17390,XNR_RS18605,cell periphery
17391,XNR_RS18605,nucleic acid metabolic process
17392,XNR_RS18605,organic cyclic compound binding
17393,XNR_RS18605,organic cyclic compound metabolic process
17394,XNR_RS18605,heterocyclic compound binding
17395,XNR_RS18605,organonitrogen compound metabolic process
17396,XNR_RS18605,organonitrogen compound biosynthetic process
17397,XNR_RS18605,organic substance biosynthetic process
17398,XNR_RS18605,ribonucleoprotein complex
17399,XNR_RS18610,molecular_function
17400,XNR_RS18610,catalytic activity
17401,XNR_RS18610,DNA-directed 5'-3' RNA polymerase activity
17402,XNR_RS18610,cellular_component
17403,XNR_RS18610,cell wall
17404,XNR_RS18610,intracellular anatomical structure
17405,XNR_RS18610,obsolete cell
17406,XNR_RS18610,cytoplasm
17407,XNR_RS18610,cytosol
17408,XNR_RS18610,plasma membrane
17409,XNR_RS18610,nucleobase-containing compound metabolic process
17410,XNR_RS18610,DNA-templated transcription
17411,XNR_RS18610,DNA-templated transcription elongation
17412,XNR_RS18610,cellular aromatic compound metabolic process
17413,XNR_RS18610,nitrogen compound metabolic process
17414,XNR_RS18610,biological_process
17415,XNR_RS18610,metabolic process
17416,XNR_RS18610,biosynthetic process
17417,XNR_RS18610,macromolecule biosynthetic process
17418,XNR_RS18610,cellular process
17419,XNR_RS18610,gene expression
17420,XNR_RS18610,membrane
17421,XNR_RS18610,RNA metabolic process
17422,XNR_RS18610,transferase activity
17423,XNR_RS18610,"transferase activity, transferring phosphorus-containing groups"
17424,XNR_RS18610,nucleotidyltransferase activity
17425,XNR_RS18610,heterocycle biosynthetic process
17426,XNR_RS18610,aromatic compound biosynthetic process
17427,XNR_RS18610,external encapsulating structure
17428,XNR_RS18610,RNA biosynthetic process
17429,XNR_RS18610,5'-3' RNA polymerase activity
17430,XNR_RS18610,cellular nitrogen compound metabolic process
17431,XNR_RS18610,obsolete cellular macromolecule biosynthetic process
17432,XNR_RS18610,nucleobase-containing compound biosynthetic process
17433,XNR_RS18610,growth
17434,XNR_RS18610,macromolecule metabolic process
17435,XNR_RS18610,cellular metabolic process
17436,XNR_RS18610,primary metabolic process
17437,XNR_RS18610,cellular biosynthetic process
17438,XNR_RS18610,obsolete cellular macromolecule metabolic process
17439,XNR_RS18610,cellular nitrogen compound biosynthetic process
17440,XNR_RS18610,obsolete intracellular part
17441,XNR_RS18610,obsolete cytoplasmic part
17442,XNR_RS18610,obsolete cell part
17443,XNR_RS18610,heterocycle metabolic process
17444,XNR_RS18610,organic substance metabolic process
17445,XNR_RS18610,cell periphery
17446,XNR_RS18610,nucleic acid metabolic process
17447,XNR_RS18610,obsolete nucleic acid-templated transcription
17448,XNR_RS18610,RNA polymerase activity
17449,XNR_RS18610,"catalytic activity, acting on RNA"
17450,XNR_RS18610,organic cyclic compound metabolic process
17451,XNR_RS18610,organic cyclic compound biosynthetic process
17452,XNR_RS18610,organic substance biosynthetic process
17453,XNR_RS18615,molecular_function
17454,XNR_RS18615,structural constituent of ribosome
17455,XNR_RS18615,structural molecule activity
17456,XNR_RS18615,cellular_component
17457,XNR_RS18615,cell wall
17458,XNR_RS18615,intracellular anatomical structure
17459,XNR_RS18615,obsolete cell
17460,XNR_RS18615,cytoplasm
17461,XNR_RS18615,cytosol
17462,XNR_RS18615,ribosome
17463,XNR_RS18615,plasma membrane
17464,XNR_RS18615,large ribosomal subunit
17465,XNR_RS18615,membrane
17466,XNR_RS18615,cytosolic large ribosomal subunit
17467,XNR_RS18615,cytosolic ribosome
17468,XNR_RS18615,external encapsulating structure
17469,XNR_RS18615,protein-containing complex
17470,XNR_RS18615,organelle
17471,XNR_RS18615,non-membrane-bounded organelle
17472,XNR_RS18615,intracellular organelle
17473,XNR_RS18615,intracellular non-membrane-bounded organelle
17474,XNR_RS18615,ribosomal subunit
17475,XNR_RS18615,obsolete organelle part
17476,XNR_RS18615,obsolete intracellular part
17477,XNR_RS18615,obsolete cytoplasmic part
17478,XNR_RS18615,obsolete cytosolic part
17479,XNR_RS18615,obsolete intracellular organelle part
17480,XNR_RS18615,obsolete cell part
17481,XNR_RS18615,cell periphery
17482,XNR_RS18615,ribonucleoprotein complex
17483,XNR_RS18620,pseudouridine synthesis
17484,XNR_RS18620,molecular_function
17485,XNR_RS18620,catalytic activity
17486,XNR_RS18620,cellular_component
17487,XNR_RS18620,cell wall
17488,XNR_RS18620,obsolete cell
17489,XNR_RS18620,nucleobase-containing compound metabolic process
17490,XNR_RS18620,RNA processing
17491,XNR_RS18620,tRNA metabolic process
17492,XNR_RS18620,tRNA modification
17493,XNR_RS18620,cellular aromatic compound metabolic process
17494,XNR_RS18620,nitrogen compound metabolic process
17495,XNR_RS18620,tRNA processing
17496,XNR_RS18620,biological_process
17497,XNR_RS18620,metabolic process
17498,XNR_RS18620,RNA modification
17499,XNR_RS18620,pseudouridine synthase activity
17500,XNR_RS18620,cellular process
17501,XNR_RS18620,gene expression
17502,XNR_RS18620,RNA metabolic process
17503,XNR_RS18620,isomerase activity
17504,XNR_RS18620,intramolecular transferase activity
17505,XNR_RS18620,external encapsulating structure
17506,XNR_RS18620,tRNA pseudouridine synthesis
17507,XNR_RS18620,ncRNA processing
17508,XNR_RS18620,cellular nitrogen compound metabolic process
17509,XNR_RS18620,ncRNA metabolic process
17510,XNR_RS18620,growth
17511,XNR_RS18620,macromolecule metabolic process
17512,XNR_RS18620,macromolecule modification
17513,XNR_RS18620,cellular metabolic process
17514,XNR_RS18620,primary metabolic process
17515,XNR_RS18620,obsolete cell part
17516,XNR_RS18620,heterocycle metabolic process
17517,XNR_RS18620,organic substance metabolic process
17518,XNR_RS18620,cell periphery
17519,XNR_RS18620,nucleic acid metabolic process
17520,XNR_RS18620,organic cyclic compound metabolic process
17522,XNR_RS18630,molecular_function
17523,XNR_RS18630,nucleic acid binding
17524,XNR_RS18630,RNA binding
17525,XNR_RS18630,mRNA binding
17526,XNR_RS18630,structural constituent of ribosome
17527,XNR_RS18630,structural molecule activity
17528,XNR_RS18630,binding
17529,XNR_RS18630,cellular_component
17530,XNR_RS18630,cell wall
17531,XNR_RS18630,intracellular anatomical structure
17532,XNR_RS18630,obsolete cell
17533,XNR_RS18630,cytoplasm
17534,XNR_RS18630,cytosol
17535,XNR_RS18630,ribosome
17536,XNR_RS18630,plasma membrane
17537,XNR_RS18630,translation
17538,XNR_RS18630,peptide metabolic process
17539,XNR_RS18630,nitrogen compound metabolic process
17540,XNR_RS18630,biological_process
17541,XNR_RS18630,metabolic process
17542,XNR_RS18630,biosynthetic process
17543,XNR_RS18630,macromolecule biosynthetic process
17544,XNR_RS18630,cellular process
17545,XNR_RS18630,gene expression
17546,XNR_RS18630,large ribosomal subunit
17547,XNR_RS18630,membrane
17548,XNR_RS18630,protein metabolic process
17549,XNR_RS18630,cytosolic large ribosomal subunit
17550,XNR_RS18630,cytosolic ribosome
17551,XNR_RS18630,external encapsulating structure
17552,XNR_RS18630,protein-containing complex
17553,XNR_RS18630,cellular nitrogen compound metabolic process
17554,XNR_RS18630,obsolete cellular macromolecule biosynthetic process
17555,XNR_RS18630,growth
17556,XNR_RS18630,peptide biosynthetic process
17557,XNR_RS18630,macromolecule metabolic process
17558,XNR_RS18630,organelle
17559,XNR_RS18630,non-membrane-bounded organelle
17560,XNR_RS18630,intracellular organelle
17561,XNR_RS18630,intracellular non-membrane-bounded organelle
17562,XNR_RS18630,amide metabolic process
17563,XNR_RS18630,amide biosynthetic process
17564,XNR_RS18630,cellular metabolic process
17565,XNR_RS18630,primary metabolic process
17566,XNR_RS18630,cellular biosynthetic process
17567,XNR_RS18630,obsolete cellular macromolecule metabolic process
17568,XNR_RS18630,protein metabolic process
17569,XNR_RS18630,cellular nitrogen compound biosynthetic process
17570,XNR_RS18630,ribosomal subunit
17571,XNR_RS18630,obsolete organelle part
17572,XNR_RS18630,obsolete intracellular part
17573,XNR_RS18630,obsolete cytoplasmic part
17574,XNR_RS18630,obsolete cytosolic part
17575,XNR_RS18630,obsolete intracellular organelle part
17576,XNR_RS18630,obsolete cell part
17577,XNR_RS18630,organic substance metabolic process
17578,XNR_RS18630,cell periphery
17579,XNR_RS18630,organic cyclic compound binding
17580,XNR_RS18630,heterocyclic compound binding
17581,XNR_RS18630,organonitrogen compound metabolic process
17582,XNR_RS18630,organonitrogen compound biosynthetic process
17583,XNR_RS18630,organic substance biosynthetic process
17584,XNR_RS18630,ribonucleoprotein complex
17585,XNR_RS18635,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
17586,XNR_RS18635,molecular_function
17587,XNR_RS18635,nucleic acid binding
17588,XNR_RS18635,RNA binding
17589,XNR_RS18635,structural constituent of ribosome
17590,XNR_RS18635,structural molecule activity
17591,XNR_RS18635,binding
17592,XNR_RS18635,cellular_component
17593,XNR_RS18635,intracellular anatomical structure
17594,XNR_RS18635,obsolete cell
17595,XNR_RS18635,cytoplasm
17596,XNR_RS18635,cytosol
17597,XNR_RS18635,ribosome
17598,XNR_RS18635,plasma membrane
17599,XNR_RS18635,nucleobase-containing compound metabolic process
17600,XNR_RS18635,rRNA processing
17601,XNR_RS18635,RNA processing
17602,XNR_RS18635,translation
17603,XNR_RS18635,peptide metabolic process
17604,XNR_RS18635,cellular aromatic compound metabolic process
17605,XNR_RS18635,nitrogen compound metabolic process
17606,XNR_RS18635,biological_process
17607,XNR_RS18635,metabolic process
17608,XNR_RS18635,biosynthetic process
17609,XNR_RS18635,macromolecule biosynthetic process
17610,XNR_RS18635,cellular process
17611,XNR_RS18635,gene expression
17612,XNR_RS18635,small ribosomal subunit
17613,XNR_RS18635,membrane
17614,XNR_RS18635,RNA metabolic process
17615,XNR_RS18635,rRNA metabolic process
17616,XNR_RS18635,protein metabolic process
17617,XNR_RS18635,ribonucleoprotein complex biogenesis
17618,XNR_RS18635,cytosolic ribosome
17619,XNR_RS18635,cytosolic small ribosomal subunit
17620,XNR_RS18635,maturation of SSU-rRNA
17621,XNR_RS18635,protein-containing complex
17622,XNR_RS18635,ncRNA processing
17623,XNR_RS18635,cellular nitrogen compound metabolic process
17624,XNR_RS18635,obsolete cellular macromolecule biosynthetic process
17625,XNR_RS18635,ncRNA metabolic process
17626,XNR_RS18635,ribosome biogenesis
17627,XNR_RS18635,ribosomal small subunit biogenesis
17628,XNR_RS18635,peptide biosynthetic process
17629,XNR_RS18635,macromolecule metabolic process
17630,XNR_RS18635,organelle
