locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,operon
XNR_RS16625,XNR_RS16625,NC_020990.1,XNR_3352,3792770,3793555,+,TetR/AcrR family transcriptional regulator,K,Op2515
XNR_RS16630,XNR_RS16630,NC_020990.1,XNR_3353,3794257,3794901,-,histidine phosphatase family protein,G,Op2516
XNR_RS16635,XNR_RS16635,NC_020990.1,XNR_3354,3795197,3795922,-,class I SAM-dependent methyltransferase,Q,Op2517
XNR_RS16640,XNR_RS16640,NC_020990.1,XNR_3355,3795919,3796947,-,WYL domain-containing protein,K,Op2517
XNR_RS16645,XNR_RS16645,NC_020990.1,XNR_3356,3797064,3797423,+,VOC family protein,E,Op2518
XNR_RS16650,XNR_RS16650,NC_020990.1,XNR_3357,3797441,3798112,-,haloacid dehalogenase type II,S,Op2519
XNR_RS16655,rox,NC_020990.1,XNR_3358,3798340,3799779,+,rifampin monooxygenase,C,Op2520
XNR_RS16660,XNR_RS16660,NC_020990.1,XNR_3359,3799810,3800664,-,alpha/beta fold hydrolase,S,Op2521
XNR_RS16665,XNR_RS16665,NC_020990.1,XNR_3360,3800759,3801517,+,class I SAM-dependent methyltransferase,Q,Op2522
XNR_RS16670,XNR_RS16670,NC_020990.1,XNR_3361,3801633,3802271,+,maleylpyruvate isomerase family mycothiol-dependent enzyme,S,Op2523
XNR_RS16675,XNR_RS16675,NC_020990.1,XNR_3362,3802288,3803085,-,hypothetical protein,S,Op2524
XNR_RS16680,XNR_RS16680,NC_020990.1,XNR_3363,3803133,3803510,-,hypothetical protein,-,Op2525
XNR_RS16685,XNR_RS16685,NC_020990.1,XNR_3364,3803599,3804207,+,TetR/AcrR family transcriptional regulator,K,Op2526
XNR_RS16690,XNR_RS16690,NC_020990.1,XNR_3365,3804389,3805207,+,TnsA-like heteromeric transposase endonuclease subunit,S,Op2527
XNR_RS16695,XNR_RS16695,NC_020990.1,XNR_3366,3805204,3807534,+,DDE-type integrase/transposase/recombinase,L,Op2527
XNR_RS16700,XNR_RS16700,NC_020990.1,XNR_3367,3807536,3809119,+,ATP-binding protein,S,Op2527
XNR_RS31295,XNR_RS31295,NC_020990.1,,3809385,3810062,+,hypothetical protein,X,Op2528
XNR_RS31300,XNR_RS31300,NC_020990.1,,3810065,3811234,+,TniQ family protein,S,Op2529
XNR_RS16710,XNR_RS16710,NC_020990.1,XNR_3369,3811452,3812744,+,dsDNA nuclease domain-containing protein,-,Op2530
XNR_RS16715,XNR_RS16715,NC_020990.1,,3812741,3812965,+,hypothetical protein,-,Op2530
XNR_RS16720,XNR_RS16720,NC_020990.1,XNR_3371,3812995,3813765,+,IS5-like element IS112 family transposase,S,Op2530
XNR_RS16725,XNR_RS16725,NC_020990.1,,3813908,3814198,+,hypothetical protein,-,Op2531
XNR_RS16730,XNR_RS16730,NC_020990.1,XNR_3372,3814200,3816137,+,ATP-binding protein,L,Op2531
XNR_RS16735,XNR_RS16735,NC_020990.1,XNR_3373,3816481,3818988,-,ATP-binding protein,K,Op2532
XNR_RS16740,XNR_RS16740,NC_020990.1,XNR_3374,3819531,3819941,+,helix-turn-helix transcriptional regulator,K,Op2533
XNR_RS16745,XNR_RS16745,NC_020990.1,XNR_3375,3820012,3820671,+,hypothetical protein,-,Op2534
XNR_RS16750,XNR_RS16750,NC_020990.1,XNR_3376,3820940,3821284,+,DUF2516 family protein,S,Op2535
XNR_RS16755,XNR_RS16755,NC_020990.1,XNR_3377,3821399,3822931,-,fused response regulator/phosphatase,T,Op2536
XNR_RS16760,XNR_RS16760,NC_020990.1,XNR_3378,3823164,3824270,-,C40 family peptidase,M,Op2537
XNR_RS16765,XNR_RS16765,NC_020990.1,XNR_3379,3824532,3825341,-,class I SAM-dependent methyltransferase,S,Op2538
XNR_RS16770,mshA,NC_020990.1,XNR_3380,3825528,3826907,+,D-inositol-3-phosphate glycosyltransferase,M,Op2539
XNR_RS16775,XNR_RS16775,NC_020990.1,XNR_3381,3826900,3827433,+,YbjN domain-containing protein,S,Op2539
XNR_RS16780,XNR_RS16780,NC_020990.1,XNR_3382,3827511,3827765,-,hypothetical protein,X,Op2540
XNR_RS16785,XNR_RS16785,NC_020990.1,XNR_3383,3828083,3829294,+,beta-propeller fold lactonase family protein,G,Op2541
XNR_RS16790,XNR_RS16790,NC_020990.1,XNR_3384,3829362,3830711,-,MFS transporter,E,Op2542
XNR_RS16795,XNR_RS16795,NC_020990.1,XNR_3385,3830858,3831619,+,phosphoglyceromutase,G,Op2543
XNR_RS31305,XNR_RS31305,NC_020990.1,,3831667,3831762,-,integrase,X,Op2544
XNR_RS16800,XNR_RS16800,NC_020990.1,XNR_3386,3831925,3832338,-,UTRA domain-containing protein,K,Op2545
XNR_RS29965,XNR_RS29965,NC_020990.1,XNR_3387,3832471,3833637,-,TerD family protein,T,Op2546
XNR_RS16805,XNR_RS16805,NC_020990.1,XNR_3388,3834214,3834585,+,hypothetical protein,-,Op2547
XNR_RS16810,XNR_RS16810,NC_020990.1,XNR_3389,3834667,3835839,-,M23 family metallopeptidase,M,Op2548
XNR_RS16815,XNR_RS16815,NC_020990.1,XNR_3390,3835887,3836582,-,hypothetical protein,X,Op2549
XNR_RS16820,XNR_RS16820,NC_020990.1,XNR_3391,3836791,3837225,+,SRPBCC family protein,S,Op2550
XNR_RS16825,XNR_RS16825,NC_020990.1,XNR_3392,3837253,3838635,-,MFS transporter,E,Op2551
XNR_RS16830,XNR_RS16830,NC_020990.1,XNR_3393,3838685,3839608,-,amidohydrolase family protein,S,Op2552
XNR_RS16835,ligK,NC_020990.1,XNR_3394,3839629,3840312,-,4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase,H,Op2552
XNR_RS16840,XNR_RS16840,NC_020990.1,XNR_3395,3840344,3841369,-,amidohydrolase family protein,S,Op2552
XNR_RS16845,XNR_RS16845,NC_020990.1,XNR_3396,3841366,3842553,-,4-oxalomesaconate tautomerase,S,Op2552
XNR_RS16850,XNR_RS16850,NC_020990.1,XNR_3397,3842744,3843406,+,GntR family transcriptional regulator,K,Op2553
XNR_RS16855,XNR_RS16855,NC_020990.1,XNR_3398,3843474,3844208,-,class I SAM-dependent methyltransferase,Q,Op2554
XNR_RS16860,XNR_RS16860,NC_020990.1,XNR_3399,3844238,3845785,-,MFS transporter,E,Op2554
XNR_RS16865,XNR_RS16865,NC_020990.1,XNR_3400,3845930,3846313,-,N-acetyltransferase,-,Op2555
XNR_RS16870,XNR_RS16870,NC_020990.1,XNR_3401,3846698,3847381,-,hypothetical protein,-,Op2556
XNR_RS16875,XNR_RS16875,NC_020990.1,XNR_3402,3847754,3848149,+,BlaI/MecI/CopY family transcriptional regulator,K,Op2557
XNR_RS16880,XNR_RS16880,NC_020990.1,XNR_3403,3848151,3849083,+,M56 family metallopeptidase,O,Op2557
XNR_RS16885,XNR_RS16885,NC_020990.1,XNR_3404,3849955,3851643,-,bifunctional 3'-5' exonuclease/DNA polymerase,L,Op2558
XNR_RS16890,XNR_RS16890,NC_020990.1,XNR_3405,3851772,3852953,+,PP2C family protein-serine/threonine phosphatase,K,Op2559
XNR_RS31310,XNR_RS31310,NC_020990.1,XNR_3406,3853099,3853818,+,PAS domain-containing protein,K,Op2560
XNR_RS31315,XNR_RS31315,NC_020990.1,XNR_3407,3853975,3855147,+,serine/threonine-protein phosphatase,K,Op2561
XNR_RS16905,XNR_RS16905,NC_020990.1,XNR_3408,3855304,3856560,+,ArsB/NhaD family transporter,P,Op2562
XNR_RS16910,XNR_RS16910,NC_020990.1,XNR_3409,3856606,3857781,-,winged helix DNA-binding domain-containing protein,S,Op2563
XNR_RS31320,XNR_RS31320,NC_020990.1,XNR_3410,3857848,3857988,-,hypothetical protein,X,Op2564
XNR_RS16920,XNR_RS16920,NC_020990.1,XNR_3411,3858161,3859420,-,hypothetical protein,S,Op2565
XNR_RS16925,XNR_RS16925,NC_020990.1,XNR_3412,3859701,3860948,+,DUF2786 domain-containing protein,S,Op2566
XNR_RS16930,XNR_RS16930,NC_020990.1,XNR_3413,3861056,3863335,+,FUSC family protein,S,Op2567
XNR_RS16935,XNR_RS16935,NC_020990.1,XNR_3414,3863340,3863858,-,hypothetical protein,-,Op2568
XNR_RS16940,XNR_RS16940,NC_020990.1,XNR_3415,3864225,3864467,+,DUF397 domain-containing protein,S,Op2569
XNR_RS16945,XNR_RS16945,NC_020990.1,XNR_3416,3864518,3864997,-,ATP-binding protein,T,Op2570
XNR_RS16950,XNR_RS16950,NC_020990.1,XNR_3417,3865271,3866134,+,helix-turn-helix transcriptional regulator,K,Op2571
XNR_RS16955,XNR_RS16955,NC_020990.1,XNR_3418,3866262,3867767,+,aldehyde dehydrogenase family protein,C,Op2572
XNR_RS16960,XNR_RS16960,NC_020990.1,XNR_3419,3867960,3868526,+,DinB family protein,E,Op2573
XNR_RS16965,XNR_RS16965,NC_020990.1,XNR_3420,3868644,3869306,+,PadR family transcriptional regulator,K,Op2574
XNR_RS16970,wrbA,NC_020990.1,XNR_3421,3869328,3869954,-,NAD(P)H:quinone oxidoreductase,I,Op2575
XNR_RS16975,XNR_RS16975,NC_020990.1,XNR_3422,3870391,3871149,+,MerR family transcriptional regulator,K,Op2576
XNR_RS16980,XNR_RS16980,NC_020990.1,XNR_3423,3871245,3871946,+,VTT domain-containing protein,I,Op2577
XNR_RS16985,XNR_RS16985,NC_020990.1,XNR_3424,3872028,3873677,-,threonine/serine exporter family protein,S,Op2578
XNR_RS16990,XNR_RS16990,NC_020990.1,XNR_3425,3873917,3874405,-,inorganic diphosphatase,C,Op2579
XNR_RS16995,dacB,NC_020990.1,XNR_3426,3874542,3876071,+,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase,M,Op2580
XNR_RS17000,XNR_RS17000,NC_020990.1,XNR_3427,3877586,3878806,+,zinc-dependent metalloprotease,S,Op2581
XNR_RS17005,tilS,NC_020990.1,XNR_3428,3878981,3880219,+,tRNA lysidine(34) synthetase TilS,D,Op2582
XNR_RS17010,hpt,NC_020990.1,XNR_3429,3880316,3880870,+,hypoxanthine phosphoribosyltransferase,F,Op2583
XNR_RS17015,ftsH,NC_020990.1,XNR_3430,3881140,3883182,+,ATP-dependent zinc metalloprotease FtsH,O,Op894
XNR_RS17020,folE,NC_020990.1,XNR_3431,3883329,3883934,+,GTP cyclohydrolase I FolE,H,Op2584
XNR_RS17025,XNR_RS17025,NC_020990.1,XNR_3432,3884017,3884505,-,DUF3180 domain-containing protein,S,Op2585
XNR_RS17030,folK,NC_020990.1,XNR_3433,3884649,3885248,-,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,H,Op2586
XNR_RS17035,folB,NC_020990.1,XNR_3434,3885245,3885604,-,dihydroneopterin aldolase,H,Op2586
XNR_RS17040,XNR_RS17040,NC_020990.1,XNR_3435,3885851,3886321,-,nuclear transport factor 2 family protein,S,Op2587
XNR_RS17045,folP,NC_020990.1,XNR_3436,3886393,3887253,-,dihydropteroate synthase,H,Op2587
XNR_RS17050,XNR_RS17050,NC_020990.1,XNR_3437,3887329,3888495,-,betaine/proline/choline family ABC transporter ATP-binding protein,E,Op2588
XNR_RS17055,XNR_RS17055,NC_020990.1,XNR_3438,3888752,3889462,+,ABC transporter permease,E,Op2589
XNR_RS17060,XNR_RS17060,NC_020990.1,XNR_3439,3889459,3890220,+,ABC transporter permease,E,Op2589
XNR_RS17065,XNR_RS17065,NC_020990.1,XNR_3440,3890301,3891290,+,ABC transporter substrate-binding protein,M,Op2590
XNR_RS29975,XNR_RS29975,NC_020990.1,XNR_3441,3891596,3892783,+,hypothetical protein,-,Op2591
XNR_RS17075,XNR_RS17075,NC_020990.1,XNR_3442,3893050,3894624,+,MFS transporter,E,Op2592
XNR_RS17080,XNR_RS17080,NC_020990.1,XNR_3443,3894724,3895032,+,hypothetical protein,-,Op2593
XNR_RS17085,XNR_RS17085,NC_020990.1,XNR_3444,3895094,3895705,+,TetR/AcrR family transcriptional regulator,K,Op2594
XNR_RS17090,XNR_RS17090,NC_020990.1,XNR_3445,3895714,3897060,+,MFS transporter,E,Op2594
XNR_RS17095,XNR_RS17095,NC_020990.1,XNR_3446,3897105,3909449,-,non-ribosomal peptide synthetase,Q,Op2595
XNR_RS17100,XNR_RS17100,NC_020990.1,XNR_3447,3909503,3932578,-,non-ribosomal peptide synthetase,Q,Op2596
XNR_RS17105,XNR_RS17105,NC_020990.1,XNR_3448,3932743,3945540,-,non-ribosomal peptide synthetase,Q,Op2597
XNR_RS17110,XNR_RS17110,NC_020990.1,XNR_3449,3945597,3962798,-,non-ribosomal peptide synthetase,Q,Op2598
XNR_RS17115,XNR_RS17115,NC_020990.1,XNR_3450,3962919,3964274,-,serine hydrolase domain-containing protein,V,Op2599
XNR_RS17120,XNR_RS17120,NC_020990.1,XNR_3451,3964523,3965620,-,DUF5808 domain-containing protein,K,Op2600
XNR_RS17125,XNR_RS17125,NC_020990.1,XNR_3452,3965830,3966246,-,GntR family transcriptional regulator,K,Op2601
XNR_RS17130,XNR_RS17130,NC_020990.1,XNR_3453,3966342,3966713,+,hypothetical protein,-,Op2602
XNR_RS17135,XNR_RS17135,NC_020990.1,XNR_3454,3966710,3967651,+,ATP-binding cassette domain-containing protein,V,Op2602
XNR_RS17140,XNR_RS17140,NC_020990.1,XNR_3455,3967648,3968445,+,ABC transporter permease,-,Op2602
XNR_RS17145,XNR_RS17145,NC_020990.1,XNR_3456,3968509,3968784,-,MbtH family protein,S,Op2603
XNR_RS17150,XNR_RS17150,NC_020990.1,XNR_3457,3968942,3969751,-,alpha/beta hydrolase,E,Op2604
XNR_RS17155,XNR_RS17155,NC_020990.1,XNR_3458,3969788,3971215,-,aldehyde dehydrogenase family protein,E,Op2604
XNR_RS17160,XNR_RS17160,NC_020990.1,XNR_3459,3972112,3973059,+,winged helix-turn-helix domain-containing protein,K,Op2605
XNR_RS30855,XNR_RS30855,NC_020990.1,XNR_3460,3973294,3973470,+,hypothetical protein,-,Op2606
XNR_RS17165,XNR_RS17165,NC_020990.1,XNR_3461,3973467,3975758,+,TOMM precursor leader peptide-binding protein,S,Op2606
XNR_RS17170,XNR_RS17170,NC_020990.1,XNR_3462,3975905,3977167,+,histidine kinase,T,Op2607
XNR_RS17175,XNR_RS17175,NC_020990.1,XNR_3463,3977210,3977821,+,response regulator transcription factor,T,Op2608
XNR_RS17180,XNR_RS17180,NC_020990.1,XNR_3464,3977831,3978511,-,hypothetical protein,-,Op2609
XNR_RS17185,XNR_RS17185,NC_020990.1,XNR_3465,3978777,3980204,-,PH domain-containing protein,S,Op2610
XNR_RS17190,XNR_RS17190,NC_020990.1,XNR_3466,3980201,3980734,-,PH domain-containing protein,S,Op2610
XNR_RS17195,XNR_RS17195,NC_020990.1,XNR_3467,3980766,3981908,+,NADH-quinone oxidoreductase subunit D,C,Op2611
XNR_RS17200,XNR_RS17200,NC_020990.1,XNR_3468,3982031,3983080,-,SAM-dependent methyltransferase,S,Op2612
XNR_RS17205,XNR_RS17205,NC_020990.1,XNR_3469,3983258,3984463,+,sensor histidine kinase,T,Op2613
XNR_RS17210,XNR_RS17210,NC_020990.1,XNR_3470,3984594,3985283,+,response regulator transcription factor,T,Op2614
XNR_RS17215,XNR_RS17215,NC_020990.1,XNR_3471,3985313,3986548,-,beta-eliminating lyase-related protein,E,Op2615
XNR_RS17220,XNR_RS17220,NC_020990.1,XNR_3472,3986809,3987807,+,DUF2520 domain-containing protein,S,Op2616
XNR_RS17225,panC,NC_020990.1,XNR_3473,3987804,3988835,+,pantoate--beta-alanine ligase,H,Op2616
XNR_RS17230,XNR_RS17230,NC_020990.1,XNR_3474,3988832,3990580,+,L-aspartate oxidase,H,Op2616
XNR_RS17235,nadC,NC_020990.1,XNR_3475,3990651,3991670,+,carboxylating nicotinate-nucleotide diphosphorylase,H,Op2616
XNR_RS17240,XNR_RS17240,NC_020990.1,XNR_3476,3991670,3992467,+,type III pantothenate kinase,H,Op2616
XNR_RS17245,XNR_RS17245,NC_020990.1,XNR_3477,3992639,3993247,+,hypothetical protein,D,Op2617
XNR_RS17250,XNR_RS17250,NC_020990.1,XNR_3478,3993329,3993511,+,hypothetical protein,-,Op2618
XNR_RS29980,XNR_RS29980,NC_020990.1,XNR_3479,3993683,3994264,+,BlaI/MecI/CopY family transcriptional regulator,K,Op2619
XNR_RS17255,XNR_RS17255,NC_020990.1,XNR_3480,3994275,3994889,+,amino-acid N-acetyltransferase,E,Op2619
XNR_RS17260,XNR_RS17260,NC_020990.1,XNR_3481,3995137,3995478,+,Lsr2 family protein,S,Op2620
XNR_RS17265,XNR_RS17265,NC_020990.1,XNR_3482,3995409,3995999,-,SCO3374 family protein,-,Op2621
XNR_RS17270,XNR_RS17270,NC_020990.1,XNR_3483,3996431,3998953,+,ATP-dependent Clp protease ATP-binding subunit,O,Op2622
XNR_RS17275,XNR_RS17275,NC_020990.1,XNR_3484,3999077,3999502,-,hypothetical protein,M,Op2623
XNR_RS17280,XNR_RS17280,NC_020990.1,XNR_3485,4000316,4001029,+,M23 family metallopeptidase,M,Op2624
XNR_RS17285,XNR_RS17285,NC_020990.1,XNR_3486,4001090,4002595,-,HAMP domain-containing sensor histidine kinase,T,Op2625
XNR_RS17290,XNR_RS17290,NC_020990.1,XNR_3487,4002597,4003316,-,response regulator transcription factor,T,Op2625
XNR_RS17295,XNR_RS17295,NC_020990.1,XNR_3488,4003400,4004068,-,lipoprotein,S,Op2626
XNR_RS17300,XNR_RS17300,NC_020990.1,XNR_3489,4004089,4004628,-,SigE family RNA polymerase sigma factor,K,Op2626
XNR_RS17305,XNR_RS17305,NC_020990.1,XNR_3490,4004846,4005898,-,A/G-specific adenine glycosylase,L,Op2627
XNR_RS17310,XNR_RS17310,NC_020990.1,XNR_3491,4006011,4006760,-,phosphatase PAP2 family protein,I,Op2628
XNR_RS17315,XNR_RS17315,NC_020990.1,XNR_3492,4007116,4007934,+,hypothetical protein,-,Op2629
XNR_RS17320,disA,NC_020990.1,XNR_3493,4008016,4009137,-,DNA integrity scanning diadenylate cyclase DisA,L,Op2630
XNR_RS17325,radA,NC_020990.1,XNR_3494,4009308,4010726,-,DNA repair protein RadA,O,Op2631
XNR_RS17330,XNR_RS17330,NC_020990.1,XNR_3495,4010780,4011355,-,dihydrofolate reductase family protein,H,Op2632
XNR_RS17335,XNR_RS17335,NC_020990.1,XNR_3496,4011634,4013376,+,hypothetical protein,K,Op2633
XNR_RS17340,XNR_RS17340,NC_020990.1,XNR_3497,4013490,4013711,+,hypothetical protein,X,Op2634
XNR_RS17345,XNR_RS17345,NC_020990.1,XNR_3498,4013867,4014415,+,hypothetical protein,-,Op2635
XNR_RS17350,XNR_RS17350,NC_020990.1,XNR_3499,4014501,4015301,-,hypothetical protein,-,Op2636
XNR_RS17355,XNR_RS17355,NC_020990.1,XNR_3500,4015450,4016382,+,Ppx/GppA phosphatase family protein,F,Op2637
XNR_RS17360,XNR_RS17360,NC_020990.1,XNR_3501,4016914,4017774,+,NmrA/HSCARG family protein,G,Op2638
XNR_RS17365,XNR_RS17365,NC_020990.1,XNR_3502,4017865,4018701,+,sugar phosphate isomerase/epimerase,G,Op2639
XNR_RS17370,XNR_RS17370,NC_020990.1,XNR_3503,4018698,4019336,+,TetR family transcriptional regulator,K,Op2639
XNR_RS17375,ilvD,NC_020990.1,XNR_3504,4019459,4021309,+,dihydroxy-acid dehydratase,E,Op2640
XNR_RS17380,XNR_RS17380,NC_020990.1,XNR_3505,4021377,4021751,-,cupin domain-containing protein,S,Op2641
XNR_RS17385,XNR_RS17385,NC_020990.1,XNR_3506,4021837,4022319,+,MarR family transcriptional regulator,K,Op2642
XNR_RS17390,XNR_RS17390,NC_020990.1,XNR_3507,4022375,4022860,+,hypothetical protein,-,Op2643
XNR_RS17395,XNR_RS17395,NC_020990.1,XNR_3508,4022868,4023080,-,DUF4287 domain-containing protein,S,Op2644
XNR_RS17400,XNR_RS17400,NC_020990.1,XNR_3509,4023273,4024130,+,class I SAM-dependent methyltransferase,Q,Op2645
XNR_RS17405,XNR_RS17405,NC_020990.1,XNR_3510,4024253,4025065,+,ABC transporter ATP-binding protein,V,Op2646
XNR_RS17410,XNR_RS17410,NC_020990.1,XNR_3511,4025062,4025835,+,ABC transporter permease,V,Op2646
XNR_RS17415,proC,NC_020990.1,XNR_3512,4025935,4026744,+,pyrroline-5-carboxylate reductase,E,Op2647
XNR_RS17420,trpS,NC_020990.1,XNR_3513,4026790,4027785,-,tryptophan--tRNA ligase,J,Op2648
XNR_RS17440,XNR_RS17440,NC_020990.1,XNR_3517,4033881,4034534,+,HAD family hydrolase,Q,Op2649
XNR_RS17445,XNR_RS17445,NC_020990.1,XNR_3518,4034586,4035821,+,MFS transporter,E,Op2650
XNR_RS17450,XNR_RS17450,NC_020990.1,XNR_3519,4035772,4036944,+,acetoin utilization protein AcuC,B,Op2650
XNR_RS17455,XNR_RS17455,NC_020990.1,XNR_3520,4037069,4037920,+,phosphatase,S,Op2651
XNR_RS17460,XNR_RS17460,NC_020990.1,XNR_3521,4038049,4038258,+,helix-turn-helix domain-containing protein,K,Op2652
XNR_RS29990,XNR_RS29990,NC_020990.1,XNR_3522,4038403,4038501,+,AURKAIP1/COX24 domain-containing protein,X,Op2653
XNR_RS17465,XNR_RS17465,NC_020990.1,XNR_3523,4038734,4039795,+,NAD-dependent epimerase/dehydratase family protein,G,Op2654
XNR_RS17470,XNR_RS17470,NC_020990.1,XNR_3524,4039809,4040786,+,lysophospholipid acyltransferase family protein,I,Op2654
XNR_RS17475,XNR_RS17475,NC_020990.1,XNR_3525,4040817,4042103,-,GNAT family N-acetyltransferase,S,Op2655
XNR_RS17480,XNR_RS17480,NC_020990.1,XNR_3526,4042201,4043439,-,DUF5667 domain-containing protein,N,Op2656
XNR_RS17485,XNR_RS17485,NC_020990.1,XNR_3527,4043762,4044568,-,sigma-70 family RNA polymerase sigma factor,K,Op2657
XNR_RS17490,XNR_RS17490,NC_020990.1,XNR_3528,4044985,4045947,-,HAD-IB family hydrolase,E,Op2658
XNR_RS17495,XNR_RS17495,NC_020990.1,XNR_3529,4046139,4046420,+,glutaredoxin family protein,O,Op2659
XNR_RS17500,XNR_RS17500,NC_020990.1,XNR_3530,4046725,4047489,+,redox-sensing transcriptional repressor Rex,K,Op2660
XNR_RS17505,XNR_RS17505,NC_020990.1,XNR_3531,4047486,4048892,+,glutamyl-tRNA reductase,H,Op2660
XNR_RS17510,hemC,NC_020990.1,XNR_3532,4048889,4049860,+,hydroxymethylbilane synthase,H,Op2660
XNR_RS17515,XNR_RS17515,NC_020990.1,XNR_3533,4049884,4051521,+,uroporphyrinogen-III synthase,H,Op2660
XNR_RS17520,hemB,NC_020990.1,XNR_3534,4051644,4052636,+,porphobilinogen synthase,H,Op2660
XNR_RS17525,XNR_RS17525,NC_020990.1,XNR_3535,4052793,4053281,+,GNAT family N-acetyltransferase,K,Op2661
XNR_RS17530,XNR_RS17530,NC_020990.1,XNR_3536,4053408,4054133,-,DUF4232 domain-containing protein,S,Op2662
XNR_RS17535,XNR_RS17535,NC_020990.1,XNR_3537,4054301,4055623,+,helix-turn-helix transcriptional regulator,K,Op2663
XNR_RS17540,XNR_RS17540,NC_020990.1,XNR_3538,4055876,4057087,+,PLP-dependent aminotransferase family protein,E,Op2664
XNR_RS17545,argS,NC_020990.1,XNR_3539,4057163,4058962,-,arginine--tRNA ligase,J,Op2665
XNR_RS17550,lysS,NC_020990.1,XNR_3540,4059131,4060903,+,lysine--tRNA ligase,J,Op2666
XNR_RS17555,XNR_RS17555,NC_020990.1,XNR_3541,4060990,4062420,-,DUF2637 domain-containing protein,S,Op2667
XNR_RS17560,pssA,NC_020990.1,XNR_3542,4062731,4063630,+,CDP-diacylglycerol--serine O-phosphatidyltransferase,I,Op2668
XNR_RS17565,XNR_RS17565,NC_020990.1,XNR_3543,4063733,4064569,-,DUF3558 family protein,-,Op2669
XNR_RS17570,XNR_RS17570,NC_020990.1,XNR_3544,4064695,4065627,-,hypothetical protein,-,Op2670
XNR_RS17575,XNR_RS17575,NC_020990.1,XNR_3545,4065863,4067056,+,RtcB family protein,L,Op2671
XNR_RS17580,XNR_RS17580,NC_020990.1,XNR_3546,4067457,4068890,+,SulP family inorganic anion transporter,P,Op2672
XNR_RS17585,XNR_RS17585,NC_020990.1,XNR_3547,4068874,4069083,-,hypothetical protein,-,Op2673
XNR_RS17590,XNR_RS17590,NC_020990.1,XNR_3548,4069091,4069864,-,SDR family oxidoreductase,L,Op2673
XNR_RS17595,XNR_RS17595,NC_020990.1,XNR_3549,4069975,4070406,-,GNAT family N-acetyltransferase,K,Op2674
XNR_RS17600,XNR_RS17600,NC_020990.1,XNR_3550,4070602,4071705,+,LLM class flavin-dependent oxidoreductase,C,Op2675
XNR_RS17605,XNR_RS17605,NC_020990.1,XNR_3551,4071702,4072430,+,FMN reductase,S,Op2675
XNR_RS17610,XNR_RS17610,NC_020990.1,XNR_3552,4072520,4072804,-,twin-arginine translocase TatA/TatE family subunit,U,Op2676
XNR_RS17615,XNR_RS17615,NC_020990.1,XNR_3553,4072932,4073963,-,sporulation protein,P,Op2677
XNR_RS17620,XNR_RS17620,NC_020990.1,XNR_3554,4074135,4074764,-,hypothetical protein,-,Op2678
XNR_RS17625,hemL,NC_020990.1,XNR_3555,4074901,4076217,+,glutamate-1-semialdehyde 2%2C1-aminomutase,H,Op2679
XNR_RS17630,XNR_RS17630,NC_020990.1,XNR_3556,4076267,4076911,+,histidine phosphatase family protein,G,Op2680
XNR_RS17635,XNR_RS17635,NC_020990.1,XNR_3557,4077224,4078552,+,hypothetical protein,G,Op2681
XNR_RS17640,XNR_RS17640,NC_020990.1,XNR_3558,4078697,4079323,+,TlpA disulfide reductase family protein,C,Op2682
XNR_RS17645,XNR_RS17645,NC_020990.1,XNR_3559,4079329,4080111,+,cytochrome c biogenesis CcdA family protein,O,Op2682
XNR_RS17650,XNR_RS17650,NC_020990.1,XNR_3560,4080114,4081937,+,cytochrome c biogenesis protein ResB,O,Op2682
XNR_RS17655,ccsB,NC_020990.1,XNR_3561,4081934,4083019,+,c-type cytochrome biogenesis protein CcsB,O,Op2682
XNR_RS17660,XNR_RS17660,NC_020990.1,XNR_3562,4083136,4083654,+,SRPBCC domain-containing protein,J,Op2683
XNR_RS17665,XNR_RS17665,NC_020990.1,XNR_3563,4083673,4084086,-,PLD nuclease N-terminal domain-containing protein,S,Op2684
XNR_RS17670,XNR_RS17670,NC_020990.1,XNR_3564,4084173,4085624,+,menaquinone biosynthesis decarboxylase,H,Op2685
XNR_RS17675,XNR_RS17675,NC_020990.1,XNR_3565,4085621,4086544,+,4-hydroxybenzoate octaprenyltransferase,H,Op2685
XNR_RS17680,XNR_RS17680,NC_020990.1,XNR_3566,4086585,4087262,+,UbiX family flavin prenyltransferase,H,Op2685
XNR_RS30860,XNR_RS30860,NC_020990.1,XNR_3567,4087389,4087526,-,hypothetical protein,-,Op2686
XNR_RS17685,XNR_RS17685,NC_020990.1,XNR_3568,4087697,4088152,+,Lrp/AsnC family transcriptional regulator,K,Op2687
XNR_RS17690,mqnE,NC_020990.1,XNR_3569,4088272,4089435,+,aminofutalosine synthase MqnE,H,Op2688
XNR_RS17695,XNR_RS17695,NC_020990.1,XNR_3570,4089528,4090049,+,GNAT family N-acetyltransferase,M,Op2689
XNR_RS17700,XNR_RS17700,NC_020990.1,XNR_3571,4090185,4090484,+,DUF4229 domain-containing protein,S,Op2690
XNR_RS31590,XNR_RS31590,NC_020990.1,,4090646,4090768,+,hypothetical protein,X,Op2691
XNR_RS17705,XNR_RS17705,NC_020990.1,XNR_3572,4090994,4092343,+,dicarboxylate/amino acid:cation symporter,C,Op2692
